timestamp,vessel_count,anchored_vessels,slow_vessels,avg_sog_knots,cargo_vessels,tanker_vessels,passenger_vessels,tug_vessels
2024-12-25T06:25:00+00:00,60,13,58,0.160000,3,5,1,9
2024-12-25T06:26:00+00:00,65,13,64,0.046875,6,3,4,9
2024-12-25T06:27:00+00:00,59,11,57,0.138983,5,4,2,12
2024-12-25T06:28:00+00:00,64,16,63,0.150000,5,4,3,8
2024-12-25T06:29:00+00:00,63,10,62,0.068254,4,2,3,9
2024-12-25T06:30:00+00:00,64,12,64,0.045313,6,3,3,10
2024-12-25T06:31:00+00:00,68,14,67,0.145588,3,4,3,8
2024-12-25T06:32:00+00:00,49,9,48,0.060417,3,3,2,8
2024-12-25T06:33:00+00:00,62,10,61,0.153226,5,5,2,8
2024-12-25T06:34:00+00:00,62,15,61,0.150000,5,2,2,12
2024-12-25T06:35:00+00:00,56,10,55,0.038182,4,4,2,8
2024-12-25T06:36:00+00:00,59,11,58,0.144068,4,7,2,10
2024-12-25T06:37:00+00:00,62,12,62,0.041935,4,4,3,9
2024-12-25T06:38:00+00:00,57,13,56,0.142105,5,6,3,8
2024-12-25T06:39:00+00:00,61,10,60,0.134426,5,2,3,9
2024-12-25T06:40:00+00:00,51,6,51,0.023529,0,1,2,9
2024-12-25T06:41:00+00:00,61,11,60,0.121311,4,5,3,11
2024-12-25T06:42:00+00:00,57,9,56,0.131579,4,4,1,8
2024-12-25T06:43:00+00:00,40,4,39,0.255000,0,1,2,10
2024-12-25T06:44:00+00:00,51,11,50,0.135294,4,4,3,7
2024-12-25T06:45:00+00:00,58,11,55,0.432759,6,2,1,9
2024-12-25T06:46:00+00:00,45,9,44,0.231111,2,1,4,6
2024-12-25T06:47:00+00:00,63,10,59,0.430645,6,3,3,11
2024-12-25T06:48:00+00:00,51,12,49,0.227451,4,5,0,9
2024-12-25T06:49:00+00:00,73,17,71,0.217808,6,3,4,9
2024-12-25T06:50:00+00:00,60,9,56,0.298305,5,2,3,11
2024-12-25T06:51:00+00:00,60,12,58,0.223333,5,5,2,8
2024-12-25T06:52:00+00:00,54,12,54,0.038889,4,1,0,7
2024-12-25T06:53:00+00:00,62,13,59,0.598387,6,2,4,10
2024-12-25T06:54:00+00:00,65,15,63,0.450769,6,6,4,11
2024-12-25T06:55:00+00:00,71,17,69,0.126761,5,3,1,12
2024-12-25T06:56:00+00:00,73,18,72,0.022222,7,4,3,9
2024-12-25T06:57:00+00:00,73,16,72,0.131507,7,7,3,9
2024-12-25T06:58:00+00:00,92,23,91,0.080435,7,5,5,14
2024-12-25T06:59:00+00:00,79,19,78,0.053750,7,6,5,14
2024-12-25T07:00:00+00:00,88,17,88,0.052273,8,7,3,15
2024-12-25T07:01:00+00:00,98,22,97,0.057143,7,6,5,16
2024-12-25T07:02:00+00:00,85,18,84,0.112941,8,5,5,15
2024-12-25T07:03:00+00:00,78,16,78,0.043590,6,7,2,13
2024-12-25T07:04:00+00:00,80,23,78,0.135000,7,4,4,10
2024-12-25T07:05:00+00:00,70,20,68,0.126087,6,6,4,9
2024-12-25T07:06:00+00:00,73,17,73,0.043836,8,6,2,9
2024-12-25T07:07:00+00:00,94,22,92,0.174468,7,5,2,16
2024-12-25T07:08:00+00:00,68,20,66,0.055224,7,5,5,4
2024-12-25T07:09:00+00:00,65,16,63,0.078462,7,6,1,8
2024-12-25T07:10:00+00:00,86,21,84,0.067442,7,4,4,12
2024-12-25T07:11:00+00:00,79,19,77,0.048718,6,6,4,12
2024-12-25T07:12:00+00:00,74,17,72,0.141892,7,6,2,12
2024-12-25T07:13:00+00:00,72,18,71,0.131944,6,1,3,9
2024-12-25T07:14:00+00:00,60,15,58,0.135593,4,5,2,7
2024-12-25T07:15:00+00:00,72,15,69,0.255556,8,4,2,9
2024-12-25T07:16:00+00:00,73,19,70,0.265753,7,3,4,10
2024-12-25T07:17:00+00:00,68,15,66,0.217647,4,4,3,10
2024-12-25T07:18:00+00:00,61,14,60,0.067213,6,6,2,7
2024-12-25T07:19:00+00:00,76,18,73,0.301316,6,3,4,11
2024-12-25T07:20:00+00:00,67,17,64,0.528358,5,5,2,11
2024-12-25T07:21:00+00:00,64,12,61,0.557813,6,4,3,7
2024-12-25T07:22:00+00:00,47,6,45,0.370213,1,1,1,10
2024-12-25T07:23:00+00:00,58,15,56,0.168421,4,6,4,9
2024-12-25T07:24:00+00:00,55,8,53,0.285455,3,2,2,11
2024-12-25T07:25:00+00:00,90,20,88,0.193333,6,5,5,14
2024-12-25T07:26:00+00:00,64,14,61,0.257143,5,4,2,11
2024-12-25T07:27:00+00:00,56,13,55,0.169643,4,4,2,10
2024-12-25T07:28:00+00:00,69,15,68,0.139130,6,2,1,9
2024-12-25T07:29:00+00:00,62,15,60,0.145902,6,4,2,9
2024-12-25T07:30:00+00:00,55,7,52,0.392727,2,3,2,9
2024-12-25T07:31:00+00:00,68,14,66,0.202941,5,0,3,12
2024-12-25T07:32:00+00:00,56,14,53,0.258182,4,5,1,10
2024-12-25T07:33:00+00:00,54,9,51,0.385185,5,3,1,10
2024-12-25T07:34:00+00:00,55,10,52,0.330909,0,2,2,10
2024-12-25T07:35:00+00:00,58,16,56,0.152632,4,6,1,9
2024-12-25T07:36:00+00:00,52,13,50,0.438462,5,6,2,9
2024-12-25T07:37:00+00:00,49,10,46,0.577551,1,3,2,9
2024-12-25T07:38:00+00:00,59,13,57,0.132759,3,3,4,10
2024-12-25T07:39:00+00:00,59,13,56,0.498305,6,5,2,13
2024-12-25T07:40:00+00:00,46,10,44,0.469565,3,2,3,4
2024-12-25T07:41:00+00:00,55,16,52,0.412963,5,3,4,11
2024-12-25T07:42:00+00:00,51,10,49,0.419608,3,4,2,9
2024-12-25T07:43:00+00:00,52,13,49,0.248077,5,3,2,10
2024-12-25T07:44:00+00:00,52,13,48,0.384314,5,2,5,10
2024-12-25T07:45:00+00:00,52,10,48,0.603846,3,4,1,11
2024-12-25T07:46:00+00:00,42,8,39,0.411905,2,0,3,9
2024-12-25T07:47:00+00:00,51,14,49,0.456863,5,3,3,9
2024-12-25T07:48:00+00:00,58,13,57,0.150000,4,6,1,10
2024-12-25T07:49:00+00:00,71,17,68,0.374648,6,2,4,10
2024-12-25T07:50:00+00:00,48,9,46,0.289583,3,2,4,9
2024-12-25T07:51:00+00:00,54,14,52,0.281481,6,5,3,9
2024-12-25T07:52:00+00:00,72,15,69,0.298611,5,1,4,12
2024-12-25T07:53:00+00:00,55,13,53,0.252727,5,3,1,13
2024-12-25T07:54:00+00:00,59,14,58,0.152542,5,6,2,5
2024-12-25T07:55:00+00:00,76,18,74,0.209211,6,2,3,12
2024-12-25T07:56:00+00:00,64,17,64,0.015625,7,4,2,9
2024-12-25T07:57:00+00:00,70,15,68,0.272857,5,6,2,11
2024-12-25T07:58:00+00:00,92,23,90,0.201087,6,5,7,13
2024-12-25T07:59:00+00:00,82,18,80,0.102410,6,4,3,12
2024-12-25T08:00:00+00:00,90,18,88,0.202198,8,6,3,15
2024-12-25T08:01:00+00:00,95,22,93,0.206316,6,5,6,16
2024-12-25T08:02:00+00:00,91,21,88,0.196667,8,5,4,15
2024-12-25T08:03:00+00:00,79,16,78,0.175949,7,5,3,11
2024-12-25T08:04:00+00:00,77,22,77,0.036364,6,5,4,8
2024-12-25T08:05:00+00:00,74,18,72,0.168493,7,4,2,10
2024-12-25T08:06:00+00:00,75,19,74,0.149333,8,6,3,14
2024-12-25T08:07:00+00:00,62,21,62,0.024194,6,4,4,3
2024-12-25T08:08:00+00:00,75,21,73,0.066216,7,6,1,12
2024-12-25T08:09:00+00:00,75,16,75,0.037333,7,5,2,9
2024-12-25T08:10:00+00:00,74,18,74,0.029730,5,3,3,11
2024-12-25T08:11:00+00:00,65,16,64,0.126154,5,4,5,8
2024-12-25T08:12:00+00:00,59,13,59,0.032203,5,5,1,11
2024-12-25T08:13:00+00:00,73,19,72,0.142466,6,4,3,12
2024-12-25T08:14:00+00:00,63,16,61,0.162903,6,4,3,7
2024-12-25T08:15:00+00:00,73,15,71,0.239726,6,5,2,13
2024-12-25T08:16:00+00:00,61,16,59,0.308197,5,3,2,7
2024-12-25T08:17:00+00:00,72,18,70,0.157746,7,4,4,9
2024-12-25T08:18:00+00:00,56,12,54,0.458929,7,3,1,9
2024-12-25T08:19:00+00:00,58,15,58,0.041379,4,2,3,10
2024-12-25T08:20:00+00:00,55,11,53,0.183333,3,4,3,10
2024-12-25T08:21:00+00:00,59,13,58,0.315254,7,4,1,11
2024-12-25T08:22:00+00:00,64,13,62,0.434375,1,1,5,10
2024-12-25T08:23:00+00:00,59,16,56,0.477586,5,5,2,8
2024-12-25T08:24:00+00:00,64,14,63,0.171875,6,5,0,13
2024-12-25T08:25:00+00:00,65,13,63,0.447692,3,4,3,7
2024-12-25T08:26:00+00:00,65,19,63,0.309375,6,6,4,9
2024-12-25T08:27:00+00:00,67,15,66,0.176119,8,4,1,11
2024-12-25T08:28:00+00:00,47,7,45,0.600000,4,0,1,6
2024-12-25T08:29:00+00:00,56,15,54,0.494643,5,3,4,5
2024-12-25T08:30:00+00:00,50,11,48,0.556000,4,4,2,8
2024-12-25T08:31:00+00:00,58,11,58,0.025862,3,1,3,8
2024-12-25T08:32:00+00:00,53,10,51,0.365385,2,4,3,10
2024-12-25T08:33:00+00:00,47,9,47,0.029787,3,3,0,9
2024-12-25T08:34:00+00:00,51,11,49,0.562745,3,1,4,8
2024-12-25T08:35:00+00:00,63,13,61,0.175806,6,3,1,9
2024-12-25T08:36:00+00:00,50,9,49,0.232000,3,2,2,7
2024-12-25T08:37:00+00:00,51,10,50,0.147059,3,4,2,9
2024-12-25T08:38:00+00:00,49,12,48,0.102041,3,4,1,11
2024-12-25T08:39:00+00:00,44,10,44,0.031818,4,3,2,5
2024-12-25T08:40:00+00:00,46,8,46,0.030435,1,3,2,9
2024-12-25T08:41:00+00:00,50,12,50,0.040000,4,4,1,11
2024-12-25T08:42:00+00:00,55,7,55,0.030909,4,2,2,9
2024-12-25T08:43:00+00:00,35,6,34,0.071429,1,2,1,4
2024-12-25T08:44:00+00:00,52,13,52,0.036538,4,5,1,11
2024-12-25T08:45:00+00:00,46,12,46,0.036957,6,4,1,9
2024-12-25T08:46:00+00:00,42,8,42,0.016667,3,2,2,8
2024-12-25T08:47:00+00:00,55,11,55,0.023636,4,4,2,11
2024-12-25T08:48:00+00:00,52,12,52,0.021154,6,3,0,8
2024-12-25T08:49:00+00:00,65,16,65,0.049231,5,4,4,10
2024-12-25T08:50:00+00:00,67,13,66,0.028788,5,4,1,11
2024-12-25T08:51:00+00:00,53,17,53,0.028302,7,6,2,6
2024-12-25T08:52:00+00:00,62,14,62,0.029032,3,4,2,13
2024-12-25T08:53:00+00:00,60,13,59,0.028814,4,6,2,7
2024-12-25T08:54:00+00:00,65,18,65,0.036923,8,5,2,10
2024-12-25T08:55:00+00:00,60,15,60,0.040000,3,4,1,10
2024-12-25T08:56:00+00:00,69,18,68,0.033824,5,5,2,8
2024-12-25T08:57:00+00:00,68,12,68,0.032353,4,5,1,9
2024-12-25T08:58:00+00:00,80,23,80,0.038750,6,4,3,11
2024-12-25T08:59:00+00:00,82,21,82,0.027381,7,6,2,14
2024-12-25T09:00:00+00:00,91,18,91,0.028571,8,6,3,14
2024-12-25T09:01:00+00:00,69,13,69,0.033333,4,4,3,12
2024-12-25T09:02:00+00:00,52,21,51,0.033333,8,5,1,1
2024-12-25T09:03:00+00:00,50,17,50,0.046000,6,6,1,1
2024-12-25T09:04:00+00:00,24,6,24,0.037500,4,2,0,0
2024-12-25T09:05:00+00:00,7,1,7,0.014286,0,0,0,0
2024-12-25T09:06:00+00:00,4,0,4,0.000000,0,0,0,0
2024-12-25T09:07:00+00:00,2,1,2,0.000000,0,1,0,0
2024-12-25T09:08:00+00:00,3,1,3,0.066667,0,0,0,0
2024-12-25T09:09:00+00:00,3,0,3,0.000000,0,0,0,0
2024-12-25T09:12:00+00:00,1,0,1,0.100000,0,0,0,0
2024-12-25T09:18:00+00:00,1,0,1,0.000000,0,0,0,0
2024-12-25T09:23:00+00:00,1,0,1,0.000000,0,0,0,0
2024-12-25T09:25:00+00:00,73,16,73,0.041096,2,3,4,16
2024-12-25T09:26:00+00:00,86,20,85,0.018824,7,5,3,15
2024-12-25T09:27:00+00:00,89,18,89,0.046067,8,6,2,15
2024-12-25T09:28:00+00:00,70,18,70,0.034286,6,3,1,11
2024-12-25T09:29:00+00:00,70,21,69,0.040580,8,6,3,5
2024-12-25T09:30:00+00:00,84,16,84,0.033333,7,6,2,15
2024-12-25T09:31:00+00:00,85,19,85,0.034118,5,4,3,15
2024-12-25T09:32:00+00:00,89,21,88,0.039773,7,5,5,15
2024-12-25T09:33:00+00:00,84,18,84,0.038095,8,6,2,15
2024-12-25T09:34:00+00:00,90,22,89,0.071111,6,4,3,15
2024-12-25T09:35:00+00:00,72,20,70,0.123611,7,5,3,12
2024-12-25T09:36:00+00:00,72,19,71,0.119444,8,6,1,9
2024-12-25T09:37:00+00:00,89,21,89,0.042697,5,5,3,13
2024-12-25T09:38:00+00:00,77,17,75,0.128947,5,5,4,14
2024-12-25T09:39:00+00:00,83,17,82,0.127711,8,4,2,15
2024-12-25T09:40:00+00:00,92,21,91,0.102174,4,4,4,16
2024-12-25T09:41:00+00:00,84,20,82,0.107229,7,4,4,14
2024-12-25T09:42:00+00:00,57,13,56,0.163158,6,5,1,11
2024-12-25T09:43:00+00:00,75,21,74,0.133333,5,4,3,14
2024-12-25T09:44:00+00:00,73,21,72,0.038889,7,6,4,7
2024-12-25T09:45:00+00:00,86,19,85,0.122093,8,6,2,15
2024-12-25T09:46:00+00:00,95,21,94,0.106316,6,4,4,16
2024-12-25T09:47:00+00:00,84,22,82,0.116867,8,6,4,15
2024-12-25T09:48:00+00:00,87,18,86,0.116092,7,6,2,13
2024-12-25T09:49:00+00:00,57,13,56,0.147368,1,4,1,15
2024-12-25T09:50:00+00:00,78,19,78,0.035897,7,5,3,9
2024-12-25T09:51:00+00:00,77,20,76,0.131169,8,6,2,12
2024-12-25T09:52:00+00:00,86,22,85,0.122093,6,4,4,12
2024-12-25T09:53:00+00:00,89,21,87,0.113636,7,6,3,15
2024-12-25T09:54:00+00:00,88,18,87,0.107955,8,5,2,14
2024-12-25T09:55:00+00:00,88,20,87,0.109091,6,5,2,15
2024-12-25T09:56:00+00:00,80,20,78,0.121519,7,5,4,14
2024-12-25T09:57:00+00:00,77,18,77,0.038961,8,6,0,13
2024-12-25T09:58:00+00:00,89,21,88,0.120225,6,4,3,12
2024-12-25T09:59:00+00:00,85,22,82,0.111765,7,6,4,11
2024-12-25T10:00:00+00:00,92,20,91,0.114130,8,6,2,15
2024-12-25T10:01:00+00:00,95,21,94,0.100000,6,4,4,16
2024-12-25T10:02:00+00:00,89,21,87,0.119318,7,5,4,15
2024-12-25T10:03:00+00:00,73,17,73,0.039726,7,6,2,13
2024-12-25T10:04:00+00:00,81,23,80,0.116049,6,4,2,9
2024-12-25T10:05:00+00:00,74,20,72,0.115068,7,5,4,10
2024-12-25T10:06:00+00:00,70,18,70,0.022857,8,5,0,9
2024-12-25T10:07:00+00:00,83,23,81,0.125301,6,5,4,11
2024-12-25T10:08:00+00:00,74,19,73,0.028767,7,5,3,7
2024-12-25T10:09:00+00:00,66,19,65,0.137879,7,6,2,7
2024-12-25T10:10:00+00:00,77,20,77,0.033766,6,4,1,11
2024-12-25T10:11:00+00:00,63,17,61,0.129032,5,5,1,9
2024-12-25T10:12:00+00:00,71,19,71,0.032394,8,5,3,11
2024-12-25T10:13:00+00:00,64,16,64,0.040625,4,3,3,7
2024-12-25T10:14:00+00:00,62,15,60,0.137705,5,4,0,11
2024-12-25T10:15:00+00:00,46,12,46,0.034783,6,3,3,6
2024-12-25T10:16:00+00:00,60,15,60,0.026667,5,3,1,9
2024-12-25T10:17:00+00:00,82,19,80,0.112346,5,6,3,15
2024-12-25T10:18:00+00:00,66,18,65,0.133333,7,6,2,6
2024-12-25T10:19:00+00:00,60,11,59,0.118333,4,3,1,13
2024-12-25T10:20:00+00:00,45,7,43,0.188636,3,1,2,6
2024-12-25T10:21:00+00:00,46,10,45,0.154348,3,3,3,8
2024-12-25T10:22:00+00:00,72,14,71,0.075000,4,2,1,10
2024-12-25T10:23:00+00:00,53,12,51,0.150000,5,2,1,10
2024-12-25T10:24:00+00:00,43,10,42,0.186047,3,3,3,9
2024-12-25T10:25:00+00:00,60,11,58,0.248333,4,2,1,10
2024-12-25T10:26:00+00:00,77,18,73,0.197368,5,6,3,14
2024-12-25T10:27:00+00:00,57,17,57,0.040351,7,5,2,7
2024-12-25T10:28:00+00:00,61,14,59,0.177049,4,5,2,14
2024-12-25T10:29:00+00:00,48,8,46,0.204167,3,3,2,3
2024-12-25T10:30:00+00:00,66,12,64,0.171212,3,3,1,15
2024-12-25T10:31:00+00:00,61,16,60,0.142623,3,4,2,8
2024-12-25T10:32:00+00:00,56,12,56,0.037500,4,4,1,8
2024-12-25T10:33:00+00:00,55,12,54,0.163636,4,4,2,9
2024-12-25T10:34:00+00:00,64,12,63,0.146875,1,4,2,12
2024-12-25T10:35:00+00:00,59,14,59,0.032203,4,5,2,7
2024-12-25T10:36:00+00:00,58,10,57,0.160345,3,4,1,13
2024-12-25T10:37:00+00:00,64,15,63,0.151562,6,5,3,9
2024-12-25T10:38:00+00:00,55,14,53,0.170370,5,2,3,7
2024-12-25T10:39:00+00:00,43,9,43,0.023256,4,4,0,9
2024-12-25T10:40:00+00:00,48,5,47,0.181250,1,1,2,10
2024-12-25T10:41:00+00:00,52,11,51,0.165385,4,3,1,9
2024-12-25T10:42:00+00:00,46,7,46,0.034783,2,4,0,7
2024-12-25T10:43:00+00:00,38,6,37,0.226316,2,2,1,11
2024-12-25T10:44:00+00:00,60,12,58,0.169492,5,2,3,10
2024-12-25T10:45:00+00:00,53,12,53,0.020755,4,5,2,11
2024-12-25T10:46:00+00:00,45,10,44,0.188889,4,1,0,12
2024-12-25T10:47:00+00:00,53,12,52,0.038462,4,3,3,4
2024-12-25T10:48:00+00:00,67,16,66,0.147761,5,6,2,14
2024-12-25T10:49:00+00:00,70,14,70,0.025714,5,4,2,7
2024-12-25T10:50:00+00:00,68,15,66,0.149254,5,5,1,14
2024-12-25T10:51:00+00:00,63,14,62,0.152381,4,6,3,11
2024-12-25T10:52:00+00:00,71,15,70,0.133803,6,3,3,7
2024-12-25T10:53:00+00:00,71,20,70,0.018571,7,6,2,10
2024-12-25T10:54:00+00:00,76,19,75,0.132895,8,6,1,13
2024-12-25T10:55:00+00:00,82,19,81,0.118293,6,5,4,9
2024-12-25T10:56:00+00:00,83,18,81,0.119512,7,4,3,14
2024-12-25T10:57:00+00:00,81,19,80,0.122222,8,6,2,13
2024-12-25T10:58:00+00:00,89,19,88,0.107865,6,4,3,14
2024-12-25T10:59:00+00:00,88,22,85,0.283333,8,6,4,16
2024-12-25T11:00:00+00:00,80,16,78,0.309877,6,6,4,12
2024-12-25T11:01:00+00:00,91,19,89,0.264835,5,4,5,16
2024-12-25T11:02:00+00:00,88,21,85,0.234483,7,6,4,16
2024-12-25T11:03:00+00:00,92,18,91,0.215217,7,6,4,16
2024-12-25T11:04:00+00:00,93,20,92,0.198925,6,4,5,16
2024-12-25T11:05:00+00:00,88,21,86,0.212644,7,6,4,15
2024-12-25T11:06:00+00:00,71,18,70,0.253521,8,6,2,9
2024-12-25T11:07:00+00:00,87,21,86,0.214943,6,4,5,13
2024-12-25T11:08:00+00:00,86,19,84,0.215294,6,6,4,13
2024-12-25T11:09:00+00:00,92,21,91,0.200000,9,6,4,15
2024-12-25T11:10:00+00:00,90,19,90,0.016667,6,4,4,15
2024-12-25T11:11:00+00:00,83,21,81,0.224390,7,6,4,15
2024-12-25T11:12:00+00:00,85,19,84,0.232941,8,6,3,15
2024-12-25T11:13:00+00:00,74,19,73,0.244595,6,4,4,10
2024-12-25T11:14:00+00:00,79,20,78,0.226582,7,6,3,12
2024-12-25T11:15:00+00:00,86,20,85,0.224419,8,6,4,13
2024-12-25T11:16:00+00:00,92,20,91,0.208696,6,4,5,15
2024-12-25T11:17:00+00:00,82,17,80,0.229630,7,4,4,13
2024-12-25T11:18:00+00:00,92,20,91,0.144565,8,5,4,16
2024-12-25T11:19:00+00:00,87,20,86,0.116092,6,4,4,15
2024-12-25T11:20:00+00:00,76,20,74,0.130667,7,6,4,10
2024-12-25T11:21:00+00:00,83,18,83,0.038554,7,5,2,12
2024-12-25T11:22:00+00:00,86,20,85,0.113953,6,4,5,14
2024-12-25T11:23:00+00:00,83,19,81,0.119512,7,5,4,14
2024-12-25T11:24:00+00:00,86,18,85,0.101163,8,6,3,15
2024-12-25T11:25:00+00:00,90,20,89,0.053333,6,4,4,15
2024-12-25T11:26:00+00:00,79,19,79,0.021519,6,6,4,13
2024-12-25T11:27:00+00:00,81,17,81,0.030864,7,5,2,13
2024-12-25T11:28:00+00:00,85,20,85,0.027059,6,4,2,11
2024-12-25T11:29:00+00:00,79,18,78,0.032051,6,6,4,12
2024-12-25T11:30:00+00:00,85,20,85,0.021176,8,6,3,15
2024-12-25T11:31:00+00:00,80,19,80,0.032500,5,4,4,14
2024-12-25T11:32:00+00:00,89,21,88,0.034091,7,6,5,14
2024-12-25T11:33:00+00:00,79,17,79,0.030380,8,5,3,14
2024-12-25T11:34:00+00:00,92,22,92,0.029348,6,5,3,14
2024-12-25T11:35:00+00:00,81,20,80,0.026250,7,5,5,10
2024-12-25T11:36:00+00:00,84,19,84,0.027381,8,6,2,14
2024-12-25T11:37:00+00:00,86,19,86,0.025581,6,4,5,12
2024-12-25T11:38:00+00:00,88,20,87,0.041379,7,6,5,15
2024-12-25T11:39:00+00:00,82,17,82,0.040244,8,4,3,14
2024-12-25T11:40:00+00:00,91,20,91,0.026374,6,4,5,15
2024-12-25T11:41:00+00:00,77,20,76,0.031579,7,6,3,11
2024-12-25T11:42:00+00:00,86,19,86,0.029070,8,6,3,14
2024-12-25T11:43:00+00:00,91,21,91,0.028571,6,4,5,12
2024-12-25T11:44:00+00:00,84,21,83,0.026506,7,6,4,13
2024-12-25T11:45:00+00:00,84,18,84,0.028571,8,5,3,15
2024-12-25T11:46:00+00:00,90,20,90,0.027778,6,5,4,14
2024-12-25T11:47:00+00:00,83,20,83,0.028916,7,5,5,13
2024-12-25T11:48:00+00:00,83,18,83,0.042169,8,6,1,15
2024-12-25T11:49:00+00:00,62,11,61,0.038710,2,3,3,12
2024-12-25T11:50:00+00:00,86,21,85,0.028235,7,6,5,12
2024-12-25T11:51:00+00:00,78,18,78,0.037179,8,5,3,12
2024-12-25T11:52:00+00:00,79,20,79,0.021519,6,5,2,14
2024-12-25T11:53:00+00:00,83,18,82,0.024390,7,5,4,12
2024-12-25T11:54:00+00:00,92,20,91,0.046739,8,6,4,16
2024-12-25T11:55:00+00:00,90,18,90,0.033333,5,4,4,13
2024-12-25T11:56:00+00:00,77,20,77,0.032468,7,6,2,15
2024-12-25T11:57:00+00:00,83,19,83,0.039759,8,6,3,12
2024-12-25T11:58:00+00:00,86,21,86,0.036047,6,4,5,11
2024-12-25T11:59:00+00:00,83,18,82,0.022619,7,6,3,12
2024-12-25T12:00:00+00:00,85,19,85,0.037647,8,6,4,13
2024-12-25T12:01:00+00:00,57,6,57,0.024561,3,1,3,15
